sample	clade_name	clade_taxid	relative_abundance	estimated_number_of_reads_from_the_clade
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_psychrosaccharolyticus	2|1239|91061|1385|186817|2675229|1407	0.77281	16519
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium	2|1224|28211|356|||1909294	0.73731	19739
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356|45401|1484898|1774971	0.7001	11640
ERS7649025	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Candidatus_Nitrospira_nitrificans	2|40117|203693|189778|189779|1234|1742973	0.67861	13113
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae|g__Blastococcus|s__Blastococcus_sp_CT_GayMR19	2|201174|1760|1643682|85030|38501|2559608	0.67533	14164
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_sp_APG5	2|1224|28216|32003|206379|914|2116706	0.67399	11483
ERS7649025	k__Archaea|p__Euryarchaeota|c__CFGB10638|o__OFGB10638|f__FGB10638|g__GGB39579|s__GGB39579_SGB45894	2157|28890|||||	0.67175	4680
ERS7649025	k__Bacteria|p__Actinobacteria|c__CFGB75205|o__OFGB75205|f__FGB75205|g__GGB78186|s__GGB78186_SGB107714	2|201174|||||	0.6433	11271
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_psychrotolerans	2|1239|91061|1385|186817|1221880|126156	0.56574	10074
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_GT3R68	2|976|117743|200644|49546|237|2594437	0.56346	7895
ERS7649025	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae|g__GGB78370|s__GGB78370_SGB107507	2|1224|28221|29|49||	0.55502	26367
ERS7649025	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Chamaesiphonaceae|g__GGB58873|s__GGB58873_SGB104250	2|1117||1890424|1890431||	0.48282	8565
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_sp_1566	2|1224|28211|356|2831106|46913|2499144	0.45678	8646
ERS7649025	k__Bacteria|p__Actinobacteria|c__CFGB52786|o__OFGB52786|f__FGB52786|g__GGB64512|s__GGB64512_SGB87014	2|201174|||||	0.44711	10442
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_sp_AER18D_145	2|1224|28216|80840|80864|52972|1977060	0.42264	9109
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_jiangjiafuii	2|201174|1760|85006|1268|1663|2817475	0.41533	6873
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_levicorallinum	2|201174|1760|85006|85023|69578|995038	0.41532	7241
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_SGB106732	2|1239|91061|1385|186818|651660|	0.38915	7784
ERS7649025	k__Archaea|p__Euryarchaeota|c__CFGB10638|o__OFGB10638|f__FGB10638|g__GGB39579|s__GGB39579_SGB75387	2157|28890|||||	0.38415	2855
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae|g__Knoellia|s__Knoellia_aerolata	2|201174|1760|85006|85021|136099|442954	0.38059	7065
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Pseudorhodoplanes|s__Pseudorhodoplanes_sinuspersici	2|1224|28211|356||1734920|1235591	0.34132	9315
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_muleiense	2|1224|28211|356|69277|68287|1004279	0.34095	11002
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_sp_OV554	2|1239|91061|1385|186818|651660|2135694	0.31425	5776
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_HMWF013	2|201174|1760|85006|1268|1663|2056849	0.31063	6805
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__GGB73974|s__GGB73974_SGB56606	2|1224|28211|356|82115||	0.29105	5741
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_jishulii	2|201174|1760|85009|85015|1839|2575440	0.28484	4585
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_psychrotolerans	2|201174|1760|85006|85023|69578|386301	0.27272	4112
ERS7649025	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_SGB609	2|201174|84998|84999|84107|102106|	0.26899	4441
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_SGB104524	2|976|117743|200644|49546|237|	0.25054	4068
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_qilianensis	2|976|768503|768507|1853232|89966|1385715	0.24996	5709
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp11	2|1224|28216|32003|206379|35798|1855338	0.24796	3570
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_glacialis	2|1224|28216|80840|80864|52972|866564	0.23042	4713
ERS7649025	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfuromonadales|f__Geobacteraceae|g__GGB78078|s__GGB78078_SGB108277	2|1224|28221|69541|213422||	0.22983	5722
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nsp13	2|1224|28216|32003|206379|35798|1855332	0.21769	3508
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_alhagi	2|1224|28211|356|69277|68287|475067	0.21296	6806
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Salinibacterium|s__Salinibacterium_sp_ZJ450	2|201174|1760|85006|85023|235888|2708338	0.21247	3710
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB26244|s__GGB26244_SGB38273	2|1224|28211|356|45401||	0.2104	3169
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Cryobacterium|s__Cryobacterium_zongtaii	2|201174|1760|85006|85023|69578|1259217	0.20501	3710
ERS7649025	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_Ant30_3	2|1224|1236|72274|135621|286|1488328	0.19957	5438
ERS7649025	k__Bacteria|p__Verrucomicrobia|c__CFGB2153|o__OFGB2153|f__FGB2153|g__GGB32810|s__GGB32810_SGB52752	2|74201|||||	0.18743	2653
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_sp_BL_248_WT_3	2|1239|91061|1385|186817|1221880|2725306	0.18478	3201
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Pseudonocardia|s__Pseudonocardia_xinjiangensis	2|201174|1760|85010|2070|1847|75289	0.18336	6521
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Silicimonas|s__Silicimonas_algicola	2|1224|28211|204455|31989|1955420|1826607	0.18301	3655
ERS7649025	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales|f__Gemmataceae|g__Urbifossiella|s__Urbifossiella_limnaea	2|203682|203683|2691355|1914233|2807415|2528023	0.18216	6882
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sinopsychrotolerans	2|976|117743|200644|49546|237|604089	0.18095	2914
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Cyclobacteriaceae|g__GGB46626|s__GGB46626_SGB104396	2|976|768503|768507|563798||	0.17816	4161
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Paenisporosarcina|s__Paenisporosarcina_antarctica	2|1239|91061|1385|186818|651660|417367	0.16243	2895
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae|g__Ornithinimicrobium|s__Ornithinimicrobium_cerasi	2|201174|1760|85006|2805590|125287|2248773	0.16235	2822
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_delmotii	2|1224|28211|356|69277|68287|1631247	0.15957	5409
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_sp_RAC07	2|1224|28216|80840|80864|47420|1842537	0.15005	3198
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_sp_Nl5	2|1224|28216|32003|206379|35798|200120	0.14012	1930
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_BL_252_APC_1A	2|201174|1760|85006|1268|1663|2606622	0.13717	2286
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_vaccae	2|201174|1760|85007|1762|1866885|1810	0.1347	3814
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina_psychrophila	2|1239|91061|1385|186818|1569|1476	0.13297	2987
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_hodleri	2|201174|1760|85007|1762|1763|49897	0.12954	4070
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_faecalis	2|1239|91061|1385|186817|2675229|2772559	0.12117	2266
ERS7649025	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_sp_SCGC_AG_212_E16	2|40117|203693|189778|189779|1234|1799664	0.12054	2405
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sangjuense	2|976|117743|200644|49546|237|2518177	0.11824	1709
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Rhodomicrobium|s__Rhodomicrobium_vannielii	2|1224|28211|356|45401|1068|1069	0.1164	3054
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_MHTC_1	2|1224|28216|80840|80864|34072|2495593	0.1098	2938
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_glacialis	2|976|768503|768507|1853232|89966|1908236	0.10367	2009
ERS7649025	k__Bacteria|p__Proteobacteria|c__CFGB11088|o__OFGB11088|f__FGB11088|g__GGB33037|s__GGB33037_SGB24024	2|1224|||||	0.10268	1234
ERS7649025	k__Archaea|p__Thaumarchaeota|c__CFGB9228|o__OFGB9228|f__FGB9228|g__GGB27219|s__GGB27219_SGB39443	2157|651137|||||	0.09783	1378
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis	2|201174|1760|85007|85025|1827|1833	0.09273	2888
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|s__Ramlibacter_lithotrophicus	2|1224|28216|80840|80864|174951|2606681	0.08771	2101
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_sp_BT188	2|976|768503|768507|1853232|89966|2763504	0.0823	1870
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_MC1495	2|201174|1760|85009|85015|1839|2736757	0.0813	1515
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_glaciei	2|976|117743|200644|49546|237|386300	0.07957	1139
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Roseomonas|s__Roseomonas_arctica	2|1224|28211|204441|433|125216|1509237	0.07743	1561
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_CG_23_5	2|976|117743|200644|49546|237|2760708	0.07477	1235
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_zhouii	2|201174|1760|85009|85015|1839|1168729	0.07322	1539
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae|g__GGB64492|s__GGB64492_SGB86990	2|201174|1760|1643684|85031||	0.07117	2100
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Glaciibacter|s__Glaciibacter_superstes	2|201174|1760|85006|85023|501022|501023	0.06778	1485
ERS7649025	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB78212|s__GGB78212_SGB107748	2|201174|1497346|588673|320583||	0.06671	932
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sunyaminii	2|201174|1760|85006|1268|1663|2816859	0.06653	1168
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales|f__Hymenobacteraceae|g__Hymenobacter|s__Hymenobacter_jeongseonensis	2|976|768503|768507|1853232|89966|2791027	0.06374	1503
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_Root608	2|1224|28211|204458|76892|41275|1736569	0.06192	784
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_glaciei	2|1224|28211|356|255475|414371|1776957	0.06075	1576
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae|g__Cellulomonas|s__Cellulomonas_sp_KRMCY2	2|201174|1760|85006|85016|1707|1304865	0.05986	1231
ERS7649025	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_ruminicola	2|1239|186801|186802|186803|698776|425254	0.05455	1022
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Candidimonas|s__Candidimonas_sp_SYP_B2681	2|1224|28216|80840|506|1074468|2497686	0.05436	986
ERS7649025	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansiaceae_unclassified|s__Akkermansiaceae_bacterium	2|74201|203494|48461|1647988||2562705	0.04893	990
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_album	2|1224|28211|356|45401|81|2665159	0.04643	827
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_camelthorni	2|1224|28211|356|69277|68287|475069	0.04421	1480
ERS7649025	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH5893	2157|651137|1643678|1033996|||2721601	0.04148	381
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Planococcus|s__Planococcus_SGB106727	2|1239|91061|1385|186818|1372|	0.04126	665
ERS7649025	k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae|g__GGB35955|s__GGB35955_SGB107750	2|201174|1497346|588673|320583||	0.0397	566
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Peribacillus|s__Peribacillus_simplex	2|1239|91061|1385|186817|2675229|1478	0.03907	996
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB32516|s__GGB32516_SGB56643	2|1224|28211|356|45401||	0.03862	591
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Polaromonas|s__Polaromonas_eurypsychrophila	2|1224|28216|80840|80864|52972|1614635	0.03816	726
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_briensis	2|1224|28216|32003|206379|35798|35799	0.03779	540
ERS7649025	k__Bacteria|p__Proteobacteria|c__CFGB33721|o__OFGB33721|f__FGB33721|g__GGB33721|s__GGB33721_SGB55066	2|1224|||||	0.03722	670
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_AUGA_SZCCT0283	2|1224|28211|356|41294|374|2807671	0.03675	1354
ERS7649025	k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Pseudanabaenales|f__Pseudanabaenaceae|g__Pseudanabaena|s__Pseudanabaena_sp_FACHB_723	2|1117||2881377|1890436|1152|2692860	0.03627	659
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_piscis	2|976|117743|200644|49546|237|1114874	0.0352	920
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrolimnae	2|976|117743|200644|49546|237|249351	0.03463	578
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp_SRL28	2|1224|28211|356|41294|374|2836178	0.03427	1507
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_OY3WO11	2|201174|1760|85006|1268|1663|1835723	0.0331	680
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_sp_Root209	2|1224|28216|80840|80864|47420|1736490	0.03294	797
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_psychrophila	2|1224|28211|356|2831106|46913|728005	0.03202	646
ERS7649025	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosovibrio|s__Nitrosovibrio_sp_Nv4	2|1224|28216|32003|206379|1232|1945880	0.02711	402
ERS7649025	k__Bacteria|p__Actinobacteria|c__CFGB75194|o__OFGB75194|f__FGB75194|g__GGB78139|s__GGB78139_SGB107604	2|201174|||||	0.02644	405
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Terricaulis|s__Terricaulis_silvestris	2|1224|28211|204458|76892|2768684|2686094	0.02559	458
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_ureilytica	2|201174|1760|85008|28056|1873|709868	0.02488	816
ERS7649025	k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Anatilimnocola|s__Anatilimnocola_aggregata	2|203682|203683|2691354|2691357|2807414|2528021	0.02444	1000
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillaceae_unclassified|s__Rhodospirillaceae_unclassified_SGB89885	2|1224|28211|204441|41295||	0.02359	715
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_albus	2|201174|1760|85006|85023|33877|205332	0.02076	406
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_HDW12B	2|201174|1760|85009|85015|1839|2714939	0.02044	391
ERS7649025	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp_SMA_27	2157|28890|183925|2158|2159|2160|1495336	0.01919	220
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__GGB78162|s__GGB78162_SGB107675	2|201174|1760|85011|2062||	0.01802	276
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_sp_zg_629	2|201174|1760|85009|85015|2040|2663859	0.0179	255
ERS7649025	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Psychrobacillus|s__Psychrobacillus_sp_INOP01	2|1239|91061|1385|186817|1221880|2829187	0.0166	326
ERS7649025	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_coprophilus	2|201174|1760|85007|85025|1827|38310	0.01642	344
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_SGB104528	2|976|117743|200644|49546|237|	0.01622	363
ERS7649025	k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH526	2157|651137|1643678|1033996|||2721603	0.01539	360
ERS7649025	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Desulfosporosinus|s__Desulfosporosinus_fructosivorans	2|1239|186801|186802|186807|79206|2018669	0.01513	424
ERS7649025	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified|s__Rhodospirillales_bacterium_URHD0017	2|1224|28211|204441|||1380357	0.0147	561
ERS7649025	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_franklandianum	2|976|117743|200644|49546|237|2594430	0.01469	257
